x y sim_mag det_mag det_magerr snr sim_flux sim_psf_flux sim_zpt det_flux det_fluxerr det_zpt image
1266.065 2218.548 20.971 21.197 0.184 5.9078 887.606 887.606 28.342 721.11 122.06 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1274.895 2223.034 19.508 19.929 0.055 19.6813 3416.641 3416.641 28.342 2318.26 117.79 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1312.557 2231.075 22.412 23.487 1.437 0.7556 235.354 235.354 28.342 87.45 115.73 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1247.485 2207.668 23.24 22.89 0.896 1.2126 109.86 109.86 28.342 151.64 125.05 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.0 2195.515 20.22 21.088 0.161 6.7662 1772.26 1772.26 28.342 796.72 117.75 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1282.432 2192.17 18.175 18.543 0.016 68.1738 11658.259 11658.259 28.342 8310.39 121.9 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.526 2233.127 20.57 21.185 0.182 5.9763 1284.455 1284.455 28.342 729.05 121.99 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.358 2200.604 22.296 22.11 0.408 2.6592 261.99 261.99 28.342 311.02 116.96 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1257.922 2213.079 21.033 21.344 0.207 5.2554 838.82 838.82 28.342 629.34 119.75 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.274 2233.035 22.346 nan -1.503 -0.7225 250.099 250.099 28.342 -86.0 119.03 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1270.914 2192.494 21.784 21.876 0.382 2.843 419.677 419.677 28.342 385.63 135.64 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2193.285 23.295 nan -1.764 -0.6157 104.42 104.42 28.342 -82.37 133.78 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2175.307 19.683 20.034 0.056 19.2482 2907.332 2907.332 28.342 2104.02 109.31 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1240.862 2175.295 20.615 20.601 0.095 11.3916 1231.677 1231.677 28.342 1248.41 109.59 28.3417 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200120_2200641_2199.069_fake015_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
