x y sim_mag det_mag det_magerr snr sim_flux sim_psf_flux sim_zpt det_flux det_fluxerr det_zpt image
1266.065 2218.548 18.965 19.236 0.028 38.5031 6801.91 6801.91 28.546 5298.79 137.62 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1274.895 2223.034 21.409 nan -0.277 -3.9145 715.99 715.99 28.546 -554.14 141.56 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1320.116 2214.105 21.343 nan -0.698 -1.5561 760.612 760.612 28.546 -214.07 137.57 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1312.557 2231.075 23.448 nan -1.12 -0.9693 109.491 109.491 28.546 -138.28 142.66 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1325.374 2221.898 18.567 18.674 0.017 63.7623 9811.065 9811.065 28.546 8891.65 139.45 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1247.485 2207.668 22.738 21.491 0.245 4.4346 210.51 210.51 28.546 663.81 149.69 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.0 2195.515 18.41 18.462 0.014 79.9616 11336.551 11336.551 28.546 10808.41 135.17 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1282.432 2192.17 21.658 nan -2.222 -0.4887 569.405 569.405 28.546 -67.56 138.25 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1283.516 2228.756 18.983 19.147 0.024 44.8376 6687.14 6687.14 28.546 5752.66 128.3 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1311.91 2207.754 22.571 22.603 0.622 1.7454 245.563 245.563 28.546 238.32 136.54 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.526 2233.127 21.068 22.209 0.45 2.4124 980.09 980.09 28.546 342.63 142.03 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.358 2200.604 23.402 nan -0.427 -2.5438 114.228 114.228 28.546 -335.68 131.96 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1257.922 2213.079 20.811 22.013 0.373 2.9115 1241.748 1241.748 28.546 410.72 141.07 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.274 2233.035 18.926 19.293 0.028 38.3775 7046.418 7046.418 28.546 5025.54 130.95 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1270.914 2192.494 19.872 19.988 0.062 17.4189 2949.095 2949.095 28.546 2650.99 152.19 28.5464 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200515_2231653_2199.069_fake004_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
