x y sim_mag det_mag det_magerr snr sim_flux sim_psf_flux sim_zpt det_flux det_fluxerr det_zpt image
4369.987 4357.021 18.848 19.365 0.178 6.0867 1277.154 1277.154 26.614 793.58 130.38 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4393.988 4477.022 23.959 nan -5.782 -0.1878 11.537 11.537 26.614 -26.75 142.43 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4465.995 5536.032 18.145 18.277 0.068 15.9128 2440.434 2440.434 26.614 2161.91 135.86 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4514.987 4429.021 20.482 20.382 0.46 2.3627 283.539 283.539 26.614 311.14 131.69 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4514.988 4573.022 22.302 nan -0.819 -1.3263 53.066 53.066 26.614 -195.12 147.12 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4538.993 5296.03 19.083 19.25 0.173 6.2621 1029.281 1029.281 26.614 882.08 140.86 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4586.989 4742.024 21.058 nan -1.096 -0.991 166.84 166.84 26.614 -132.59 133.8 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4586.995 5609.033 20.748 22.162 2.38 0.4564 222.048 222.048 26.614 60.36 132.26 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4610.987 4501.022 18.891 19.26 0.166 6.5456 1227.727 1227.727 26.614 874.36 133.58 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4610.991 5055.027 21.66 nan -2.319 -0.4683 95.831 95.831 26.614 -68.89 147.1 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4659.991 5055.027 21.252 21.462 1.281 0.8475 139.576 139.576 26.614 115.01 135.7 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4659.992 5103.027 18.539 19.065 0.133 8.1709 1698.176 1698.176 26.614 1046.04 128.02 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4804.99 4910.025 22.583 nan -0.51 -2.1294 40.951 40.951 26.614 -270.8 127.17 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4876.989 4862.025 22.125 nan -1.226 -0.8855 62.469 62.469 26.614 -124.06 140.1 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4900.987 4453.021 20.943 20.894 0.804 1.3506 185.445 185.445 26.614 194.07 143.69 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4924.986 4381.02 19.462 19.709 0.275 3.9445 725.916 725.916 26.614 577.99 146.53 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4948.988 4670.023 18.81 19.111 0.144 7.5461 1323.602 1323.602 26.614 1002.42 132.84 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4973.991 5031.026 23.987 nan -1.751 -0.6202 11.242 11.242 26.614 -83.91 135.3 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5021.986 4381.02 19.859 20.388 0.457 2.3773 503.438 503.438 26.614 309.31 130.11 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5021.995 5657.032 22.09 nan -1.417 -0.7665 64.47 64.47 26.614 -105.96 138.23 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5021.998 6114.037 18.63 18.909 0.12 9.0492 1561.469 1561.469 26.614 1208.25 133.52 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5093.989 4790.024 23.584 nan -4.245 -0.2558 16.284 16.284 26.614 -36.57 142.95 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5117.996 5849.034 22.037 nan -5.459 -0.199 67.709 67.709 26.614 -25.9 130.18 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5142.986 4381.02 18.872 18.743 0.104 10.4164 1249.014 1249.014 26.614 1407.05 135.08 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5431.988 4814.023 20.249 20.885 0.732 1.4834 351.592 351.592 26.614 195.67 131.91 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5504.998 6234.037 18.655 19.024 0.135 8.045 1526.105 1526.105 26.614 1086.72 135.08 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5528.995 5801.033 21.453 20.667 0.666 1.6305 116.012 116.012 26.614 239.13 146.66 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5649.992 5464.029 19.319 19.431 0.204 5.3114 827.568 827.568 26.614 746.68 140.58 26.6139 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.100119_2534631_2381.052_fake000_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
