x y sim_mag det_mag det_magerr snr sim_flux sim_psf_flux sim_zpt det_flux det_fluxerr det_zpt image
4393.988 4477.022 19.266 19.105 0.231 4.7113 441.123 441.123 25.877 511.74 108.62 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4441.993 5175.029 20.942 21.102 1.395 0.7784 94.206 94.206 25.877 81.29 104.43 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4514.987 4429.021 23.408 nan -1.236 -0.8787 9.722 9.722 25.877 -90.44 102.93 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4514.988 4573.022 18.801 18.86 0.187 5.8159 676.605 676.605 25.877 640.97 110.21 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4586.989 4742.024 20.45 20.428 0.732 1.4828 148.172 148.172 25.877 151.32 102.05 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4586.995 5609.033 23.566 nan -1.973 -0.5503 8.402 8.402 25.877 -58.18 105.72 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4610.987 4501.022 22.345 22.944 7.641 0.1421 25.884 25.884 25.877 14.9 104.83 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4610.991 5055.027 18.212 18.475 0.133 8.1664 1164.869 1164.869 25.877 914.23 111.95 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4659.991 5055.027 23.474 20.553 0.826 1.3143 9.149 9.149 25.877 134.87 102.62 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4659.992 5103.027 23.143 nan -0.377 -2.8795 12.411 12.411 25.877 -322.97 112.16 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4852.989 4718.023 19.114 19.523 0.342 3.1771 507.376 507.376 25.877 348.27 109.62 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4900.987 4453.021 22.652 21.137 1.513 0.7178 19.496 19.496 25.877 78.71 109.66 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4900.988 4718.023 23.099 nan -5.217 -0.2081 12.924 12.924 25.877 -22.74 109.25 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4924.986 4381.02 20.373 20.568 0.875 1.2406 159.07 159.07 25.877 132.93 107.15 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
4973.991 5031.026 18.912 19.137 0.241 4.5014 611.338 611.338 25.877 496.55 110.31 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5021.986 4381.02 19.065 19.17 0.234 4.6375 530.994 530.994 25.877 481.88 103.91 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5021.995 5657.032 18.018 18.44 0.127 8.5327 1392.406 1392.406 25.877 944.31 110.67 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5045.995 5729.033 21.265 19.263 0.26 4.1717 69.986 69.986 25.877 442.24 106.01 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5117.996 5849.034 19.329 21.103 1.431 0.7589 416.155 416.155 25.877 81.26 107.08 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5142.986 4381.02 23.163 nan -1.586 -0.6849 12.185 12.185 25.877 -76.36 111.49 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5335.991 5247.028 19.104 18.98 0.199 5.4443 512.23 512.23 25.877 573.78 105.39 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5359.986 4477.021 23.005 20.194 0.594 1.8285 14.09 14.09 25.877 187.6 102.6 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
5528.995 5801.033 18.152 18.448 0.129 8.407 1231.059 1231.059 25.877 936.71 111.42 25.8773 /lustre/hpc/storage/dark/YSE/data/workspace/2023ixf_fake_tmpl/y/2023ixf.PS1.y.120215_2534665_2381.052_fake040_2381.052.y.18581117_3427481_1547.023.diff.forcedgrid.diffimstats
